public_client_id	MEturquoise	MEblue	MEbrown	MEgrey
01001621	-0.01837254128192322	-0.0031680384282429517	-0.0075439188659129275	0.008927350000853155
01001661	-0.022060002324915555	-0.025751084200709415	-0.023461445166779876	0.014137495470199409
01002192	-4.253576567202361e-4	0.0483389635862624	0.01564146725242603	0.008648128207183222
01002885	0.013053257020152791	-0.017652507544696956	-0.010876971820409101	-0.006727963300131073
01003555	0.009569095287118917	0.009962953900800688	0.0044034732116445905	0.0244736910355202
01003757	0.01858480188870312	0.004824916412324711	0.013911883249785076	-0.022596094965231798
01003758	0.008913687895288501	0.003977114602680118	-0.011993347754982947	0.02867974560978837
01004350	0.046516543046912495	-0.07235845900867358	-0.05519757816679393	-0.001037494465429316
01004551	-0.03217364016590358	0.02251798439014532	-0.007890155791980918	-0.026328181415550284
01004575	-0.04401223406313735	-0.010314588188337396	-0.011679932585066567	-0.026763677976974824
01004760	-0.006161102600849567	-0.006919513318039989	-0.00447443503169387	0.017060975514119555
01006225	0.012177974067391961	-0.010986298110946743	0.01003856128259659	-0.02464678185561403
01008265	0.009278998291852029	0.00979765531801181	-0.01706542580703111	-0.01978838390096154
01008612	-0.0012057384402422025	-0.012946888396498714	-0.02124302648895746	-0.012364158976676157
01009390	-0.02256917683912872	-0.010291169015056499	-0.01897696339131336	0.02208872750470144
01009735	-0.0050128271209713676	0.009947615559486202	0.0023691084320385226	0.015147074261793635
01010020	0.006948349287964964	0.008650443465509725	0.0026714778328349874	0.024785647333835127
01010189	-0.039507134330134724	-0.035403283769382114	-0.024529171684819502	9.969640022251128e-4
01010305	0.010550933712391674	0.03583331344461515	0.015273506368536131	-0.009168867672704379
01010486	-0.045658319185608254	-0.0035320842500795144	-0.017797829295700476	0.004990007707532883
01010823	0.019853497163969322	0.012890959931572134	0.01132651645321929	0.01289734669597146
01010869	-0.02615794211287609	-0.025631765011591107	-0.021853032963894937	0.016796924676052146
01012428	0.04394570223385843	0.031058636710685088	0.017185505535762178	-0.03993721541878766
01012516	-0.01765370449068055	-0.00610949351729356	-0.004320445246040278	0.012323017929262723
01012545	5.08434662145148e-4	0.00492690037720632	-0.01786584713107541	-0.010317061824670402
